"Section","Band","Rank","Rank for prize","Call","WWL","Claimed score","Claimed QSOs","Cross checked score","Cross checked QSOs","# deleted QSOs","% error score","Unique","% unique score","% CW QSOs","% MGM QSOs","cross checked ODX call","cross checked ODX QRB","Millimeter Group score","PWR(W)","RTX","Ant","ASL(m)",
"SO 70 MHz","70 MHz","14","0","M0NOO","IO92KL","3114","29","3114","29","","0,0 %","13","35,5 %","0,0 %","0,0 %","2E0VCC/P","308","0","PWR(W): 50","TRX:","Ant: Momobeam Duo4 4ele Moxon Yagi","ASL(m): 154","",
"SO 70 MHz","70 MHz","15","0","IZ5HQB","JN53NS","3103","5","3103","5","","0,0 %","0","0,0 %","20,0 %","0,0 %","EA1UR","1571","0","PWR(W): 10","TRX:","Ant: MOXON","ASL(m): 50","",
"SO 70 MHz","70 MHz","16","0","IZ5YBK","JN53NU","3000","4","3000","4","","0,0 %","0","0,0 %","0,0 %","0,0 %","EA1UR","1570","0","PWR(W): 10","TRX:","Ant: VERTICAL","ASL(m): 52","",
"SO 70 MHz","70 MHz","17","0","HA5MA","JN97MK","3228","10","2768","8","","14,3 %","0","0,0 %","75,0 %","0,0 %","EA5TT","1799","0","PWR(W): 50","TRX:","Ant: 3el Yagi","ASL(m): 14m","",
"SO 70 MHz","70 MHz","18","0","IK1APW","JN44JR","1991","6","1847","5","","7,2 %","0","0,0 %","60,0 %","0,0 %","GW4RWR","1291","0","PWR(W): 10","TRX:","Ant: Yagi 5el","ASL(m): 300","",
"SO 70 MHz","70 MHz","19","0","HB9FBK","JN46KE","1184","1","1184","1","","0,0 %","0","0,0 %","0,0 %","0,0 %","EA1W","1184","0","PWR(W): 25","TRX:","Ant: Squalo","ASL(m): 200","",
"SO 70 MHz","70 MHz","20","0","YO9DBP","KN24QX","403","2","403","2","","0,0 %","0","0,0 %","0,0 %","0,0 %","YO5KAI/P","238","0","PWR(W): 20","TRX:","Ant: YAGI  5 EL","ASL(m): 323","",
"SO 70 MHz","70 MHz","21","0","HA5HK","JN97PL","117","4","117","4","","0,0 %","0","0,0 %","75,0 %","0,0 %","HA5TOP","35","0","PWR(W): 60","TRX:","Ant: 139","ASL(m): 105","",
"SO 70 MHz","70 MHz","22","0","S57WW","JN86CM","33","1","33","1","","0,0 %","0","0,0 %","100,0 %","0,0 %","S51DI","33","0","PWR(W): 20","TRX:","Ant: wire","ASL(m):","",
"SO 70 MHz","70 MHz","23","0","HB9HTR","JN45LU","14","3","14","3","","0,0 %","0","0,0 %","0,0 %","0,0 %","IK2AQZ","12","0","PWR(W): 25","TRX:","Ant: Dipolo rigido","ASL(m): 500","",
"SO 70 MHz","70 MHz","24","0","S57LM","JN76HD","97","1","0","0","","100,0 %","0","0,0 %","0,0 %","0,0 %","S51DI","0","0","PWR(W): 15","TRX: FT847","Ant: 5 el. Yagi","ASL(m): 313","",
"MO 70 MHz","70 MHz","1","0","YO5KAI/P","KN16TR","7568","10","7568","10","","0,0 %","0","0,0 %","50,0 %","0,0 %","EA1W","2314","0","PWR(W): 20","TRX:","Ant: 2x6 el DK7ZB","ASL(m): 800","",
"MO 70 MHz","70 MHz","2","0","HA5TOP","JN97UO","2443","5","542","4","","77,8 %","0","0,0 %","100,0 %","0,0 %","S57L","413","0","PWR(W): 40","TRX:","Ant: 3el Dk7ZB","ASL(m): 135","",
"CHECKLOG 70 MHz","70 MHz","","0","SP9HWY","JO90NH","","5","","5","","","","","","","EI2IP","1929","0","PWR(W): 10","TRX:","Ant: 7el. yagi","ASL(m): 240","",
"CHECKLOG 70 MHz","70 MHz","","0","DK4KH","JO54BI","","2","","1","","","","","","","EA1UR","1825","0","PWR(W): 100","TRX:","Ant: Dipole","ASL(m): 26","",
"6H 70 MHz","70 MHz","1","0","EA5TT","IM99SL","79209","56","78944","55","","0,3 %","8","14,2 %","0,0 %","0,0 %","YO5KAI/P","2105","0","PWR(W): 50","TRX:","Ant: yagi 4 elements","ASL(m):","",
"6H 70 MHz","70 MHz","2","0","EA4AFP","IN80KP","30611","23","29231","20","","4,5 %","2","9,9 %","0,0 %","0,0 %","G0SAY","2109","0","PWR(W): 40","TRX:","Ant: 3 elements","ASL(m):","",
"6H 70 MHz","70 MHz","3","0","EA5FLS","IM99TK","30349","21","26021","19","","14,3 %","3","15,9 %","0,0 %","0,0 %","EI3GYB","1721","0","PWR(W): 50","TRX:","Ant: Yagui 4 el","ASL(m):","",
"6H 70 MHz","70 MHz","4","0","DL2OM","JO30SN","29073","40","25747","36","","11,4 %","17","33,0 %","66,7 %","0,0 %","EA8BPX","3180","0","PWR(W): 10","TRX:","Ant: 5 El. Yagi-Antenne","ASL(m): 400","",
"6H 70 MHz","70 MHz","5","0","IK5AMB","JN54FF","25153","26","25009","25","","0,6 %","3","7,6 %","4,0 %","0,0 %","GM4VVX","1842","0","PWR(W): 10","TRX:","Ant: 5 ELEMENTI HM","ASL(m): 1700","",
"6H 70 MHz","70 MHz","6","0","EA6SX","JM19IK","14952","11","14952","11","","0,0 %","2","11,7 %","0,0 %","0,0 %","EI7FAB","1841","0","PWR(W): 50","TRX:","Ant: 6 eLEM","ASL(m):","",
"6H 70 MHz","70 MHz","7","0","EI8KN","IO62IE","13180","26","13180","26","","0,0 %","6","17,7 %","3,8 %","0,0 %","SP5QWB","1917","0","PWR(W): 50","TRX:","Ant: 6 ele Dual","ASL(m):","",
"6H 70 MHz","70 MHz","8","0","HA1YA","JN87GF","10493","19","10050","17","","4,2 %","0","0,0 %","58,8 %","0,0 %","EI4DQ","1843","0","PWR(W): 30","TRX:","Ant: 7el DK7ZB","ASL(m):","",
"6H 70 MHz","70 MHz","9","0","9A1I","JN85FS","9772","16","8007","15","","18,1 %","6","4,5 %","0,0 %","0,0 %","EA1UR","1982","0","PWR(W): 10","TRX:","Ant: 5 el.yagi","ASL(m): 134","",
"6H 70 MHz","70 MHz","10","0","E77Z","JN93DQ","4134","10","4134","10","","0,0 %","0","0,0 %","50,0 %","0,0 %","DJ5MN","714","0","PWR(W): 50","TRX:","Ant: Moxon","ASL(m): 1680","",
"6H 70 MHz","70 MHz","11","0","S51DI","JN76VL","3441","16","2539","13","","26,2 %","2","15,0 %","76,9 %","0,0 %","DK5MV","359","0","PWR(W): 100","TRX:","Ant: 8 el yagi","ASL(m): 240","",
"6H 70 MHz","70 MHz","12","0","YO7LBX","KN15PB","353","2","353","2","","0,0 %","0","0,0 %","0,0 %","0,0 %","YO5KAI/P","188","0","PWR(W): 100","TRX:","Ant: LFA 6 el","ASL(m): 200","",
"6H 70 MHz","70 MHz","13","0","IW2NRI","JN45NR","250","4","225","3","","10,0 %","0","0,0 %","0,0 %","0,0 %","IW5BHU","198","0","PWR(W): 5","TRX:","Ant: dipolo","ASL(m): 365","",
"6H 70 MHz","70 MHz","14","0","YR8Y","KN27SK","166","1","166","1","","0,0 %","0","0,0 %","0,0 %","0,0 %","YO5KAI/P","166","0","PWR(W): 20","TRX:","Ant: YAGI 5 EL","ASL(m): 1650","",
