"Section","Band","Rank","Rank for prize","Call","WWL","Claimed score","Claimed QSOs","Cross checked score","Cross checked QSOs","# deleted QSOs","% error score","Unique","% unique score","% CW QSOs","% MGM QSOs","cross checked ODX call","cross checked ODX QRB","Millimeter Group score","PWR(W)","RTX","Ant","ASL(m)",
"SO-LP 145 MHz","145 MHz","31","0","OE5DIN","JN78BL","48886","174","47493","170","","2,8 %","0","0,0 %","15,9 %","0,0 %","5P5T","731","0","PWR(W): 30","TRX:","Ant: 13 El. Yagi","ASL(m): 820","",
"SO-LP 145 MHz","145 MHz","32","0","OK1IM","JN79AR","49608","173","45625","160","","8,0 %","0","0,0 %","72,5 %","0,0 %","YT7W","831","0","PWR(W): 40","TRX: IC 706 MKIIG","Ant: 10 el OK1DE","ASL(m): 479","",
"SO-LP 145 MHz","145 MHz","33","0","S57LM","JN76HD","45216","143","44866","142","","0,8 %","0","0,0 %","36,6 %","0,0 %","YR5C","630","0","PWR(W): 100","TRX: YAESU FT847","Ant: F9FT 17 el.","ASL(m): 313","",
"SO-LP 145 MHz","145 MHz","34","0","OK1VSJ","JN69IS","47388","164","44754","156","","5,6 %","0","0,0 %","13,5 %","0,0 %","YT4B","809","0","PWR(W): 100","TRX: IC-9700","Ant: 2 x 8el. DK7ZB","ASL(m): 500","",
"SO-LP 145 MHz","145 MHz","35","0","GM3HAM/P","IO74MU","47403","141","44589","135","","5,9 %","0","0,0 %","0,0 %","0,0 %","DF0MU","866","0","PWR(W): 100","TRX:","Ant: 9 ele","ASL(m): 89","",
"SO-LP 145 MHz","145 MHz","36","0","DL8HK","JN39NK","46614","131","43536","123","","6,6 %","0","0,0 %","23,6 %","0,0 %","OM6A","847","0","PWR(W): 40","TRX:","Ant: 7 Element Yagi","ASL(m): 450","",
"SO-LP 145 MHz","145 MHz","37","0","9A2KI","JN95BG","45989","148","42837","139","","6,9 %","0","0,0 %","19,4 %","0,0 %","IZ1ESM/IS0","881","0","PWR(W): 50","TRX:","Ant: 16el. Tonna","ASL(m): 360","",
"SO-LP 145 MHz","145 MHz","38","0","S57TA","JN65VL","42497","142","41929","139","","1,3 %","0","0,0 %","0,0 %","0,0 %","SP9KDA","705","0","PWR(W): 25","TRX: TR751E","Ant: 17 el. F9FT","ASL(m): 448 m","",
"SO-LP 145 MHz","145 MHz","39","0","S52IT","JN66WB","45567","151","41790","139","","8,3 %","1","0,4 %","47,5 %","0,0 %","OM3KDX","698","0","PWR(W): 100","TRX: IC9700","Ant: 12 elm Yagi","ASL(m): 1072","",
"SO-LP 145 MHz","145 MHz","40","0","SP8WJW","KN09VM","43980","131","39930","122","","9,2 %","4","1,8 %","0,0 %","0,0 %","LZ2T","757","0","PWR(W): 100","TRX:","Ant: 11 el. LFA","ASL(m): 640","",
"SO-LP 145 MHz","145 MHz","41","0","YO8WHT/P","KN27RK","42513","90","39841","84","","6,3 %","0","0,0 %","0,0 %","0,0 %","IO2V","1112","0","PWR(W): 100","TRX:","Ant: 17EL","ASL(m):","",
"SO-LP 145 MHz","145 MHz","42","0","S57NAW","JN76PA","41224","154","39767","149","","3,5 %","0","0,0 %","12,1 %","0,0 %","LZ6Z","694","0","PWR(W): 25","TRX: IC-275","Ant: 2 x FT9FT","ASL(m): 340","",
"SO-LP 145 MHz","145 MHz","43","0","OK2VLT","JN99CS","41509","179","39061","171","","5,9 %","2","0,2 %","0,0 %","0,0 %","IQ5NN","815","0","PWR(W): 100","TRX:","Ant: 35el.OK2SS","ASL(m): 239","",
"SO-LP 145 MHz","145 MHz","44","0","YU7ZX","KN05FJ","43791","121","38942","109","","11,1 %","1","1,2 %","58,7 %","0,0 %","OL1R","720","0","PWR(W): 50","TRX: FT897","Ant: EF0211B","ASL(m): 87","",
"SO-LP 145 MHz","145 MHz","45","0","9A3TN","JN85UH","42684","145","38761","134","","9,2 %","2","2,2 %","26,1 %","0,0 %","OL4N","669","0","PWR(W): 100","TRX:","Ant: 11 el. LFA","ASL(m): 150","",
"SO-LP 145 MHz","145 MHz","46","0","LX/PA1TK/P","JO30AC","43726","157","38501","140","","11,9 %","5","2,2 %","0,0 %","0,0 %","OL7M","742","0","PWR(W): 75","TRX:","Ant: 9el F9FT","ASL(m): 532","",
"SO-LP 145 MHz","145 MHz","47","0","Z32ZP","KN02RE","45213","101","37866","86","","16,2 %","0","0,0 %","23,3 %","0,0 %","IK3UNA","911","0","PWR(W): 100","TRX:","Ant: 11el DL6WU","ASL(m): 1635","",
"SO-LP 145 MHz","145 MHz","48","0","OM3CPW","JN88OD","38115","145","37018","141","","2,9 %","0","0,0 %","41,1 %","0,0 %","LZ2AB","830","0","PWR(W): 100","TRX: IC746","Ant: 9  el.Yagi","ASL(m): 135","",
"SO-LP 145 MHz","145 MHz","49","0","OM2RL","JN88NR","39288","145","37008","137","","5,8 %","0","0,0 %","39,4 %","0,0 %","IQ5NN","675","0","PWR(W): 100","TRX: IC-9700","Ant: 4x12Y","ASL(m): 199","",
"SO-LP 145 MHz","145 MHz","50","0","OM5KM","JN98BG","36848","122","35130","119","","4,7 %","0","0,0 %","31,9 %","0,0 %","LZ6R","840","0","PWR(W): 90","TRX: IC 9700","Ant: GW4CQT","ASL(m): 145","",
"SO-LP 145 MHz","145 MHz","51","0","HA4XN","JN96LX","36396","101","34789","97","","4,4 %","0","0,0 %","29,9 %","0,0 %","DK0NA/P","724","0","PWR(W): 100","TRX:","Ant: 6 elm.dk7zb Balcony","ASL(m): 131","",
"SO-LP 145 MHz","145 MHz","52","0","YT4TT","KN04SQ","35314","90","32702","85","","7,4 %","1","0,3 %","0,0 %","0,0 %","SN7L","801","0","PWR(W): 100","TRX: FT767gx","Ant: dipol","ASL(m): 80","",
"SO-LP 145 MHz","145 MHz","53","0","OE3MDB","JN88JB","35020","116","32697","111","","6,6 %","0","0,0 %","0,0 %","0,0 %","LZ2T","740","0","PWR(W): 30","TRX:","Ant: 2x11 El","ASL(m): 150","",
"SO-LP 145 MHz","145 MHz","54","0","OK7CM","JO70KJ","32520","115","31836","112","","2,1 %","0","0,0 %","39,3 %","0,0 %","IQ5NN","781","0","PWR(W): 100","TRX: IC-9700","Ant: 5 el. DK7ZB","ASL(m): 235","",
"SO-LP 145 MHz","145 MHz","55","0","OE5KAP","JN67VW","32720","110","31487","105","","3,8 %","0","0,0 %","35,2 %","0,0 %","YR5C","690","0","PWR(W): 30","TRX:","Ant: 10 Element","ASL(m): 508","",
"SO-LP 145 MHz","145 MHz","56","0","YO7NK","KN14WH","31066","92","30582","89","","1,6 %","1","0,9 %","0,0 %","0,0 %","S59DEM","770","0","PWR(W): 100","TRX:","Ant: YAGI 8EL -YU7EF","ASL(m): 140","",
"SO-LP 145 MHz","145 MHz","57","0","2E0DGP/P","IO83RO","33394","141","30081","132","","9,9 %","8","0,4 %","0,0 %","0,0 %","DR9A","936","0","PWR(W): 50","TRX: Icom IC251e","Ant: PA144-432-34-6-2CBGP","ASL(m): 450","",
"SO-LP 145 MHz","145 MHz","58","0","YO5AVN","KN17WW","35266","78","27875","63","","21,0 %","0","0,0 %","79,4 %","0,0 %","OK4C","839","0","PWR(W): 100","TRX:","Ant: F9FT","ASL(m):","",
"SO-LP 145 MHz","145 MHz","59","0","IK4AUY","JN54MI","27929","104","27786","103","","0,5 %","0","0,0 %","0,0 %","0,0 %","OM6A","792","0","PWR(W): 100","TRX: IC-9100","Ant: 8EL Cubical Quad","ASL(m): 680","",
"SO-LP 145 MHz","145 MHz","60","0","I3JUK","JN55WI","28171","106","27750","103","","1,5 %","0","0,0 %","3,9 %","0,0 %","SV8PEX","901","0","PWR(W): 100","TRX: IC9700","Ant: 6 EL","ASL(m): 12","",
"SO-LP 145 MHz","145 MHz","61","0","IK0OFF/6","JN62TW","27840","84","27471","83","","1,3 %","0","0,0 %","14,5 %","0,0 %","OL7M","844","0","PWR(W): 100","TRX: ic9700","Ant: 10 el hm","ASL(m): 400","",
"SO-LP 145 MHz","145 MHz","62","0","IK1YNZ","JN33UT","29132","86","27387","80","","6,0 %","1","1,0 %","0,0 %","0,0 %","IQ9BF","890","0","PWR(W): 100","TRX: IC9700","Ant: 17 YAGI","ASL(m): 100","",
"SO-LP 145 MHz","145 MHz","63","0","I4ABG","JN54WV","29483","113","27235","107","","7,6 %","0","0,0 %","0,0 %","0,0 %","YP2DX","697","0","PWR(W): 100","TRX: IC-9700","Ant: 8JXX2","ASL(m): 0","",
"SO-LP 145 MHz","145 MHz","64","0","IK4IDP","JN54RM","26973","41","26310","40","","2,5 %","0","0,0 %","0,0 %","0,0 %","SN7L","760","0","PWR(W): 50","TRX: TS711E + PA 50W","Ant: 17 El Yagi","ASL(m): 80","",
"SO-LP 145 MHz","145 MHz","65","0","OM3KXR","KN08AI","31173","97","25266","85","","18,9 %","0","0,0 %","62,4 %","0,0 %","IZ0CLS","827","0","PWR(W): 100","TRX: ic7000","Ant: 2x f9ft","ASL(m): 200","",
"SO-LP 145 MHz","145 MHz","66","0","OM7AZZ","JN98TT","26263","88","25140","84","","4,3 %","0","0,0 %","0,0 %","0,0 %","DR9A","825","0","PWR(W): 50","TRX: FT991A","Ant: 4 x 6el DK7ZB","ASL(m): 905","",
"SO-LP 145 MHz","145 MHz","67","0","IK1WVR","JN44VC","26342","103","24912","99","","5,4 %","4","1,3 %","0,0 %","0,0 %","EA5RC","919","0","PWR(W): 100","TRX: IC7100","Ant: 2X16JXX2","ASL(m): 750","",
"SO-LP 145 MHz","145 MHz","68","0","DP9X","JO42SC","26225","99","24617","96","","6,1 %","2","0,2 %","0,0 %","0,0 %","9A0BB","929","0","PWR(W): 100","TRX:","Ant: 8.5 dBd","ASL(m): 440","",
"SO-LP 145 MHz","145 MHz","69","0","YU1WM","KN03QF","25616","70","24481","68","","4,4 %","0","0,0 %","48,5 %","0,0 %","OE1W","692","0","PWR(W): 50","TRX: FT991","Ant: 4X6EL YAGI","ASL(m): 350","",
"SO-LP 145 MHz","145 MHz","70","0","YO5DND","KN17RQ","24412","63","24412","63","","0,0 %","0","0,0 %","0,0 %","0,0 %","S59DEM","730","0","PWR(W): 100","TRX:","Ant: yagi 6el","ASL(m): 220","",
"SO-LP 145 MHz","145 MHz","71","0","IU5ICR","JN53HO","26091","109","24352","103","","6,7 %","3","2,9 %","0,0 %","0,0 %","DK0NA/P","784","0","PWR(W): 100","TRX:","Ant: 11 elem.yagi","ASL(m): 15","",
"SO-LP 145 MHz","145 MHz","72","0","OE5MRM/3","JN77GX","24212","84","23919","83","","1,2 %","0","0,0 %","0,0 %","0,0 %","OR6T","770","0","PWR(W): 25","TRX: Yaesu FT 736","Ant: 9 El. Yagi","ASL(m): 785","",
"SO-LP 145 MHz","145 MHz","73","0","M0IEP","IO91DP","27662","118","23911","106","","13,6 %","1","0,1 %","0,0 %","0,0 %","DR1H","937","0","PWR(W): 50","TRX: FT991","Ant: 12 Element yagi","ASL(m): 100","",
"SO-LP 145 MHz","145 MHz","74","0","SQ6POB","JO73XP","26874","80","23497","67","","12,6 %","1","1,7 %","0,0 %","0,0 %","DR9A","764","0","PWR(W): 100","TRX:","Ant: Yagi","ASL(m):","",
"SO-LP 145 MHz","145 MHz","75","0","F8EXM","IN96OW","24176","81","22982","78","","4,9 %","3","2,6 %","0,0 %","0,0 %","G8XVJ/P","696","0","PWR(W): 100","TRX:","Ant: Cushcraft 17B2","ASL(m): 120","",
"SO-LP 145 MHz","145 MHz","76","0","IN3ALD/3","JN65AR","25640","87","22790","81","","11,1 %","0","0,0 %","0,0 %","0,0 %","SV8PEX","919","0","PWR(W): 85","TRX: icom910H","Ant: 9 elementi","ASL(m): 70","",
"SO-LP 145 MHz","145 MHz","77","0","OZ6TY","JO55XE","25016","45","22719","42","","9,2 %","0","0,0 %","9,5 %","0,0 %","HB9FAP","895","0","PWR(W): 100","TRX:","Ant: 2x9 el. Vargarda","ASL(m): 112","",
"SO-LP 145 MHz","145 MHz","78","0","SP8MCP","KN09RQ","22647","64","22605","62","","0,2 %","1","0,6 %","0,0 %","0,0 %","5P5T","844","0","PWR(W): 10","TRX:","Ant: 8 el. Yagi","ASL(m): 300","",
"SO-LP 145 MHz","145 MHz","79","0","9A5AFF","JN64WU","23162","91","22298","87","","3,7 %","1","2,5 %","0,0 %","0,0 %","SN7L","668","0","PWR(W): 50","TRX: Yaesu FT991A","Ant: Tonna 13el","ASL(m):","",
"SO-LP 145 MHz","145 MHz","80","0","OE1GDA","JN88ED","22954","91","21970","89","","4,3 %","0","0,0 %","0,0 %","0,0 %","DR9A","594","0","PWR(W): 25","TRX:","Ant: 9-el yagi","ASL(m): 188","",
"SO-LP 145 MHz","145 MHz","81","0","I2AT","JN45QN","23384","78","21431","73","","8,4 %","0","0,0 %","0,0 %","0,0 %","SN7L","742","0","PWR(W): 90","TRX: Icom IC 7400","Ant: Yagi 10 elem. HM","ASL(m): 171","",
"SO-LP 145 MHz","145 MHz","82","0","SP5IDR","KO01TV","24333","63","21287","56","","12,5 %","1","0,6 %","0,0 %","0,0 %","9A0BB","901","0","PWR(W): 100","TRX:","Ant: Yari 13el","ASL(m):","",
"SO-LP 145 MHz","145 MHz","83","0","SP9XWL","KN09KM","22423","71","20637","65","","8,0 %","2","0,9 %","0,0 %","0,0 %","9A0BB","653","0","PWR(W): 100","TRX:","Ant: 8el","ASL(m): 740","",
"SO-LP 145 MHz","145 MHz","84","0","G1HLT","IO93JD","20291","104","20017","103","","1,4 %","0","0,0 %","0,0 %","0,0 %","DK0NA/P","868","0","PWR(W): 100","TRX: IC 9700","Ant: 7 element","ASL(m): 127","",
"SO-LP 145 MHz","145 MHz","85","0","F4EKH","IN97OB","20795","72","19965","70","","4,0 %","3","4,7 %","0,0 %","0,0 %","DR9A","707","0","PWR(W): 100","TRX:","Ant: 9EL","ASL(m): 120","",
"SO-LP 145 MHz","145 MHz","86","0","9A4OP","JN75UR","21008","93","19938","88","","5,1 %","2","3,8 %","0,0 %","0,0 %","LZ2AB","794","0","PWR(W): 50","TRX:","Ant: 9 el Yagi","ASL(m): 350","",
"SO-LP 145 MHz","145 MHz","87","0","OM8DD","KN08AH","20324","68","19786","67","","2,6 %","0","0,0 %","29,9 %","0,0 %","IQ5NN","784","0","PWR(W): 80","TRX: ICOM 746","Ant: F9FT_16el","ASL(m): 215","",
"SO-LP 145 MHz","145 MHz","88","0","OM3TY","JN88ME","20650","98","19753","95","","4,3 %","0","0,0 %","50,5 %","0,0 %","YT7W","556","0","PWR(W): 20","TRX: IC-202 + PA","Ant: 8el DK7ZB","ASL(m): 300","",
"SO-LP 145 MHz","145 MHz","89","0","PE1OBL","JO21ET","20562","75","19737","73","","4,0 %","0","0,0 %","0,0 %","0,0 %","DL0HTW","634","0","PWR(W): 90","TRX:","Ant: 12 el. ZL special Yagi","ASL(m): 10","",
"SO-LP 145 MHz","145 MHz","90","0","DF4WO","JO30JD","21504","64","19707","61","","8,4 %","0","0,0 %","0,0 %","0,0 %","OM3KII","801","0","PWR(W): 50","TRX:","Ant: Yagi 10El","ASL(m): 560","",
"SO-LP 145 MHz","145 MHz","91","0","DL1BFR","JO32MO","20252","68","19570","66","","3,4 %","0","0,0 %","0,0 %","0,0 %","OE1W","797","0","PWR(W): 100","TRX:","Ant: 2x11 Element","ASL(m): 0","",
"SO-LP 145 MHz","145 MHz","92","0","G3ZTT/P","IO83PF","20257","85","19339","82","","4,5 %","0","0,0 %","0,0 %","0,0 %","DR9A","925","0","PWR(W): 25","TRX: Yaesu FT-857D","Ant: 16 Element Yagi","ASL(m): 10","",
"SO-LP 145 MHz","145 MHz","93","0","S50J","JN65VO","19764","80","18733","77","","5,2 %","0","0,0 %","33,8 %","0,0 %","IK7UXW","647","0","PWR(W): 100","TRX: TS2000X","Ant: Y 12EL","ASL(m): 150m","",
"SO-LP 145 MHz","145 MHz","94","0","9A2MF","JN65TJ","21244","86","18647","75","","12,2 %","0","0,0 %","29,3 %","0,0 %","SV8PEX","808","0","PWR(W): 40","TRX: FT-897","Ant: 5 el Fracaro","ASL(m): 110","",
"SO-LP 145 MHz","145 MHz","95","0","IK7RWE","JN80XP","18848","40","18266","39","","3,1 %","0","0,0 %","0,0 %","0,0 %","IQ3XL","832","0","PWR(W): 100","TRX: IC-79700","Ant: 7 El.","ASL(m): 10","",
"SO-LP 145 MHz","145 MHz","96","0","S51WC","JN75OT","19583","79","17965","74","","8,3 %","0","0,0 %","18,9 %","0,0 %","SP9KDA","617","0","PWR(W): 25","TRX: FT100D","Ant: 17 el F9FT","ASL(m): 250","",
"SO-LP 145 MHz","145 MHz","97","0","MW0OMB","IO81HN","17999","75","17798","74","","1,1 %","1","1,4 %","0,0 %","0,0 %","TM9A","635","0","PWR(W): 25","TRX: K3+Kuhn TR 144-Pro","Ant: 8 Ele OWl-G T","ASL(m): 140","",
"SO-LP 145 MHz","145 MHz","98","0","SP8KP","KO11KC","21596","43","17504","36","","18,9 %","0","0,0 %","0,0 %","0,0 %","5P5T","814","0","PWR(W): 50","TRX:","Ant: 8el yagi","ASL(m): 225","",
"SO-LP 145 MHz","145 MHz","99","0","OM7AG","JN98NO","19505","83","16982","75","","12,9 %","0","0,0 %","60,0 %","0,0 %","S58W","521","0","PWR(W): 100","TRX: FT-991A","Ant: DK7ZB 7 el","ASL(m): 325","",
"SO-LP 145 MHz","145 MHz","100","0","OM7CM","JN98PP","18795","75","16913","66","","10,0 %","0","0,0 %","31,8 %","0,0 %","DL5SE","567","0","PWR(W): 50","TRX: FT991A","Ant: 2x6el.DK7ZB","ASL(m): 650","",
"SO-LP 145 MHz","145 MHz","101","0","9A7JCY","JN74OC","19003","58","16882","52","","11,2 %","0","0,0 %","0,0 %","0,0 %","SN7L","738","0","PWR(W): 100","TRX:","Ant: 11 yagi","ASL(m):","",
"SO-LP 145 MHz","145 MHz","102","0","9A5A","JN75DH","19921","79","16860","67","","15,4 %","0","0,0 %","0,0 %","0,0 %","LZ2T","713","0","PWR(W): 100","TRX: Icom ic 275h","Ant: 12 el lfa","ASL(m): 100","",
"SO-LP 145 MHz","145 MHz","103","0","9A6AR","JN64VV","17163","66","16839","65","","1,9 %","0","0,0 %","26,2 %","0,0 %","LZ2T","736","0","PWR(W): 70","TRX: ic746","Ant: Yagi  6 El","ASL(m): 26","",
"SO-LP 145 MHz","145 MHz","104","0","G1MZD","IO92NB","17458","82","16816","79","","3,7 %","0","0,0 %","0,0 %","0,0 %","DR9A","755","0","PWR(W): 50","TRX: FT 897d","Ant: 7 ele G4CQM","ASL(m): 98","",
"SO-LP 145 MHz","145 MHz","105","0","OK2BFN","JN89UC","17633","79","16808","74","","4,7 %","0","0,0 %","50,0 %","0,0 %","YT7W","613","0","PWR(W): 50","TRX: IC746","Ant: 6el","ASL(m): 360","",
"SO-LP 145 MHz","145 MHz","106","0","OM8OM","KN09CE","17995","76","16509","70","","8,3 %","1","1,2 %","20,0 %","0,0 %","S59DEM","585","0","PWR(W): 5","TRX: FT817","Ant: 7 el. DK7ZB","ASL(m): 2600","",
"SO-LP 145 MHz","145 MHz","107","0","YU1PXF","KN04KP","16397","48","16397","48","","0,0 %","1","0,3 %","0,0 %","0,0 %","SN7L","779","0","PWR(W): 100","TRX:","Ant: Yagi 5 el","ASL(m): 200","",
"SO-LP 145 MHz","145 MHz","108","0","OM0IM","KN08PR","17002","58","16225","55","","4,6 %","0","0,0 %","23,6 %","0,0 %","S59DEM","623","0","PWR(W): 90","TRX: SunSDR2PRO","Ant: 5 el. DG7YBN","ASL(m): 260","",
"SO-LP 145 MHz","145 MHz","109","0","YO7BKX","KN14TA","19586","61","16209","50","","17,2 %","1","1,7 %","6,0 %","0,0 %","OK5RA","841","0","PWR(W): 100","TRX:","Ant: 15 elem YU7EF","ASL(m): 68","",
"SO-LP 145 MHz","145 MHz","110","0","OM5APP","JN98LB","19138","72","16081","64","","16,0 %","0","0,0 %","18,8 %","0,0 %","IQ5NN","706","0","PWR(W): 45","TRX: FT-991A","Ant: DK7ZB","ASL(m):","",
